Flow_ID,Src_IP,Dst_IP,Src_Port,Dst_Port,Protocol,Duration,Total_Fwd_Pkts,Total_Bwd_Pkts,Total_Pkts,F1_PacketRate_RAW,F2_SynRatio_RAW,F3_DistinctPorts_RAW,F4_PayloadLen_RAW,F5_FailRate_RAW,F6_ContextScore_RAW
192.168.234.155-192.168.234.1-33636-80-6,192.168.234.155,192.168.234.1,33636,80,TCP,0.124340,5,3,8,64.3397,0.2000,1.0000,81.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-33652-80-6,192.168.234.155,192.168.234.1,33652,80,TCP,0.122983,5,3,8,65.0495,0.2000,1.0000,81.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-33654-80-6,192.168.234.155,192.168.234.1,33654,80,TCP,0.120654,5,3,8,66.3052,0.2000,1.0000,81.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-33670-80-6,192.168.234.155,192.168.234.1,33670,80,TCP,0.119878,5,3,8,66.7345,0.2000,1.0000,81.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-33674-80-6,192.168.234.155,192.168.234.1,33674,80,TCP,0.118969,5,3,8,67.2444,0.2000,1.0000,81.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-33688-80-6,192.168.234.155,192.168.234.1,33688,80,TCP,0.114179,5,3,8,70.0655,0.2000,1.0000,234.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-33704-80-6,192.168.234.155,192.168.234.1,33704,80,TCP,0.107308,5,3,8,74.5518,0.2000,1.0000,234.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-33706-80-6,192.168.234.155,192.168.234.1,33706,80,TCP,0.107548,5,3,8,74.3854,0.2000,1.0000,232.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-33690-80-6,192.168.234.155,192.168.234.1,33690,80,TCP,0.107188,5,3,8,74.6351,0.2000,1.0000,232.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-33718-80-6,192.168.234.155,192.168.234.1,33718,80,TCP,0.108250,5,3,8,73.9031,0.2000,1.0000,232.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-33722-80-6,192.168.234.155,192.168.234.1,33722,80,TCP,0.108195,5,3,8,73.9407,0.2000,1.0000,232.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-33734-80-6,192.168.234.155,192.168.234.1,33734,80,TCP,0.107079,5,3,8,74.7112,0.2000,1.0000,234.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-33736-80-6,192.168.234.155,192.168.234.1,33736,80,TCP,0.110166,5,3,8,72.6178,0.2000,1.0000,232.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-33758-80-6,192.168.234.155,192.168.234.1,33758,80,TCP,0.111061,5,3,8,72.0324,0.2000,1.0000,235.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-33748-80-6,192.168.234.155,192.168.234.1,33748,80,TCP,0.112626,5,3,8,71.0315,0.2000,1.0000,234.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-33772-80-6,192.168.234.155,192.168.234.1,33772,80,TCP,0.110537,5,3,8,72.3739,0.2000,1.0000,233.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-33782-80-6,192.168.234.155,192.168.234.1,33782,80,TCP,0.111336,5,3,8,71.8546,0.2000,1.0000,231.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-33786-80-6,192.168.234.155,192.168.234.1,33786,80,TCP,0.110047,5,3,8,72.6961,0.2000,1.0000,234.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-33794-80-6,192.168.234.155,192.168.234.1,33794,80,TCP,0.109442,5,3,8,73.0981,0.2000,1.0000,237.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-33796-80-6,192.168.234.155,192.168.234.1,33796,80,TCP,0.109301,5,3,8,73.1923,0.2000,1.0000,231.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-33800-80-6,192.168.234.155,192.168.234.1,33800,80,TCP,0.109619,5,3,8,72.9801,0.2000,1.0000,233.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-33814-80-6,192.168.234.155,192.168.234.1,33814,80,TCP,0.105278,5,3,8,75.9893,0.2000,1.0000,81.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-33824-80-6,192.168.234.155,192.168.234.1,33824,80,TCP,0.119592,5,3,8,66.8941,0.2000,1.0000,81.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-33830-80-6,192.168.234.155,192.168.234.1,33830,80,TCP,0.120540,5,3,8,66.3679,0.2000,1.0000,81.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-33838-80-6,192.168.234.155,192.168.234.1,33838,80,TCP,0.118600,5,3,8,67.4536,0.2000,1.0000,81.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-33842-80-6,192.168.234.155,192.168.234.1,33842,80,TCP,0.117828,5,3,8,67.8956,0.2000,1.0000,81.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-33850-80-6,192.168.234.155,192.168.234.1,33850,80,TCP,0.117248,5,3,8,68.2314,0.2000,1.0000,81.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-33866-80-6,192.168.234.155,192.168.234.1,33866,80,TCP,0.112326,5,3,8,71.2213,0.2000,1.0000,81.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-33876-80-6,192.168.234.155,192.168.234.1,33876,80,TCP,0.112495,5,3,8,71.1143,0.2000,1.0000,81.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-33884-80-6,192.168.234.155,192.168.234.1,33884,80,TCP,0.115003,5,3,8,69.5633,0.2000,1.0000,81.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-33886-80-6,192.168.234.155,192.168.234.1,33886,80,TCP,0.111907,5,3,8,71.4879,0.2000,1.0000,81.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-33902-80-6,192.168.234.155,192.168.234.1,33902,80,TCP,0.114935,5,3,8,69.6046,0.2000,1.0000,81.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-33904-80-6,192.168.234.155,192.168.234.1,33904,80,TCP,0.113863,5,3,8,70.2599,0.2000,1.0000,81.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-33916-80-6,192.168.234.155,192.168.234.1,33916,80,TCP,0.110837,5,3,8,72.1781,0.2000,1.0000,81.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-33924-80-6,192.168.234.155,192.168.234.1,33924,80,TCP,0.112206,5,3,8,71.2974,0.2000,1.0000,81.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-33938-80-6,192.168.234.155,192.168.234.1,33938,80,TCP,0.111533,5,3,8,71.7275,0.2000,1.0000,81.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-33946-80-6,192.168.234.155,192.168.234.1,33946,80,TCP,0.111707,5,3,8,71.6159,0.2000,1.0000,81.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-33954-80-6,192.168.234.155,192.168.234.1,33954,80,TCP,0.104296,5,3,8,76.7048,0.2000,1.0000,235.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-33962-80-6,192.168.234.155,192.168.234.1,33962,80,TCP,0.109242,5,3,8,73.2319,0.2000,1.0000,232.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-33968-80-6,192.168.234.155,192.168.234.1,33968,80,TCP,0.109058,5,3,8,73.3555,0.2000,1.0000,234.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-33978-80-6,192.168.234.155,192.168.234.1,33978,80,TCP,0.108988,5,3,8,73.4025,0.2000,1.0000,234.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-33990-80-6,192.168.234.155,192.168.234.1,33990,80,TCP,0.109037,5,3,8,73.3696,0.2000,1.0000,233.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-34000-80-6,192.168.234.155,192.168.234.1,34000,80,TCP,0.108653,5,3,8,73.6290,0.2000,1.0000,233.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-34012-80-6,192.168.234.155,192.168.234.1,34012,80,TCP,0.108611,5,3,8,73.6575,0.2000,1.0000,235.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-34026-80-6,192.168.234.155,192.168.234.1,34026,80,TCP,0.109792,5,3,8,72.8651,0.2000,1.0000,231.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-34040-80-6,192.168.234.155,192.168.234.1,34040,80,TCP,0.107734,5,3,8,74.2570,0.2000,1.0000,232.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-34042-80-6,192.168.234.155,192.168.234.1,34042,80,TCP,0.107779,5,3,8,74.2259,0.2000,1.0000,234.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-34046-80-6,192.168.234.155,192.168.234.1,34046,80,TCP,0.107238,5,3,8,74.6005,0.2000,1.0000,231.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-34052-80-6,192.168.234.155,192.168.234.1,34052,80,TCP,0.107570,5,3,8,74.3701,0.2000,1.0000,233.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-34062-80-6,192.168.234.155,192.168.234.1,34062,80,TCP,0.107501,5,3,8,74.4179,0.2000,1.0000,232.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-34066-80-6,192.168.234.155,192.168.234.1,34066,80,TCP,0.107414,5,3,8,74.4782,0.2000,1.0000,237.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-34080-80-6,192.168.234.155,192.168.234.1,34080,80,TCP,0.107320,5,3,8,74.5434,0.2000,1.0000,232.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-34084-80-6,192.168.234.155,192.168.234.1,34084,80,TCP,0.106847,5,3,8,74.8736,0.2000,1.0000,231.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-34088-80-6,192.168.234.155,192.168.234.1,34088,80,TCP,0.103053,5,3,8,77.6301,0.2000,1.0000,81.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-34100-80-6,192.168.234.155,192.168.234.1,34100,80,TCP,0.105750,5,3,8,75.6501,0.2000,1.0000,81.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-34112-80-6,192.168.234.155,192.168.234.1,34112,80,TCP,0.103429,5,3,8,77.3477,0.2000,1.0000,81.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-34126-80-6,192.168.234.155,192.168.234.1,34126,80,TCP,0.105558,5,3,8,75.7878,0.2000,1.0000,81.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-34142-80-6,192.168.234.155,192.168.234.1,34142,80,TCP,0.105443,5,3,8,75.8704,0.2000,1.0000,81.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-34146-80-6,192.168.234.155,192.168.234.1,34146,80,TCP,0.105288,5,3,8,75.9822,0.2000,1.0000,81.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-34154-80-6,192.168.234.155,192.168.234.1,34154,80,TCP,0.105172,5,3,8,76.0659,0.2000,1.0000,81.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-34162-80-6,192.168.234.155,192.168.234.1,34162,80,TCP,0.104936,5,3,8,76.2370,0.2000,1.0000,81.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-34170-80-6,192.168.234.155,192.168.234.1,34170,80,TCP,0.105140,5,3,8,76.0890,0.2000,1.0000,81.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-34180-80-6,192.168.234.155,192.168.234.1,34180,80,TCP,0.105142,5,3,8,76.0875,0.2000,1.0000,81.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-34190-80-6,192.168.234.155,192.168.234.1,34190,80,TCP,0.111065,5,3,8,72.0298,0.2000,1.0000,81.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-34196-80-6,192.168.234.155,192.168.234.1,34196,80,TCP,0.110624,5,3,8,72.3171,0.2000,1.0000,81.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-34204-80-6,192.168.234.155,192.168.234.1,34204,80,TCP,0.110320,5,3,8,72.5163,0.2000,1.0000,81.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-34218-80-6,192.168.234.155,192.168.234.1,34218,80,TCP,0.109911,5,3,8,72.7862,0.2000,1.0000,81.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-34226-80-6,192.168.234.155,192.168.234.1,34226,80,TCP,0.109753,5,3,8,72.8910,0.2000,1.0000,81.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-34230-80-6,192.168.234.155,192.168.234.1,34230,80,TCP,0.109465,5,3,8,73.0826,0.2000,1.0000,81.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-34232-80-6,192.168.234.155,192.168.234.1,34232,80,TCP,0.102217,5,3,8,78.2649,0.2000,1.0000,232.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-34236-80-6,192.168.234.155,192.168.234.1,34236,80,TCP,0.105611,5,3,8,75.7496,0.2000,1.0000,231.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-34234-80-6,192.168.234.155,192.168.234.1,34234,80,TCP,0.105476,5,3,8,75.8467,0.2000,1.0000,234.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-34254-80-6,192.168.234.155,192.168.234.1,34254,80,TCP,0.106146,5,3,8,75.3680,0.2000,1.0000,232.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-34262-80-6,192.168.234.155,192.168.234.1,34262,80,TCP,0.106252,5,3,8,75.2926,0.2000,1.0000,237.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-34264-80-6,192.168.234.155,192.168.234.1,34264,80,TCP,0.105078,5,3,8,76.1339,0.2000,1.0000,232.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-34276-80-6,192.168.234.155,192.168.234.1,34276,80,TCP,0.105196,5,3,8,76.0485,0.2000,1.0000,232.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-34284-80-6,192.168.234.155,192.168.234.1,34284,80,TCP,0.104805,5,3,8,76.3322,0.2000,1.0000,234.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-34286-80-6,192.168.234.155,192.168.234.1,34286,80,TCP,0.105715,5,3,8,75.6751,0.2000,1.0000,234.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-34306-80-6,192.168.234.155,192.168.234.1,34306,80,TCP,0.105235,5,3,8,76.0203,0.2000,1.0000,233.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-34312-80-6,192.168.234.155,192.168.234.1,34312,80,TCP,0.103372,5,3,8,77.3905,0.2000,1.0000,231.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-34324-80-6,192.168.234.155,192.168.234.1,34324,80,TCP,0.103316,5,3,8,77.4323,0.2000,1.0000,232.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-34336-80-6,192.168.234.155,192.168.234.1,34336,80,TCP,0.103886,5,3,8,77.0074,0.2000,1.0000,231.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-34342-80-6,192.168.234.155,192.168.234.1,34342,80,TCP,0.103833,5,3,8,77.0466,0.2000,1.0000,233.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-34352-80-6,192.168.234.155,192.168.234.1,34352,80,TCP,0.103231,5,3,8,77.4961,0.2000,1.0000,235.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-34358-80-6,192.168.234.155,192.168.234.1,34358,80,TCP,0.103032,5,3,8,77.6459,0.2000,1.0000,234.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-34366-80-6,192.168.234.155,192.168.234.1,34366,80,TCP,0.102060,5,3,8,78.3852,0.2000,1.0000,81.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-34382-80-6,192.168.234.155,192.168.234.1,34382,80,TCP,0.113170,5,3,8,70.6902,0.2000,1.0000,81.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-34398-80-6,192.168.234.155,192.168.234.1,34398,80,TCP,0.111720,5,3,8,71.6075,0.2000,1.0000,81.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-34410-80-6,192.168.234.155,192.168.234.1,34410,80,TCP,0.111736,5,3,8,71.5973,0.2000,1.0000,81.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-34414-80-6,192.168.234.155,192.168.234.1,34414,80,TCP,0.110384,5,3,8,72.4743,0.2000,1.0000,81.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-34416-80-6,192.168.234.155,192.168.234.1,34416,80,TCP,0.103389,5,3,8,77.3777,0.2000,1.0000,81.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-34432-80-6,192.168.234.155,192.168.234.1,34432,80,TCP,0.109440,5,3,8,73.0995,0.2000,1.0000,81.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-34440-80-6,192.168.234.155,192.168.234.1,34440,80,TCP,0.109866,5,3,8,72.8159,0.2000,1.0000,81.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-34448-80-6,192.168.234.155,192.168.234.1,34448,80,TCP,0.108528,5,3,8,73.7138,0.2000,1.0000,81.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-34454-80-6,192.168.234.155,192.168.234.1,34454,80,TCP,0.108973,5,3,8,73.4127,0.2000,1.0000,81.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-34468-80-6,192.168.234.155,192.168.234.1,34468,80,TCP,0.106743,5,3,8,74.9465,0.2000,1.0000,81.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-34482-80-6,192.168.234.155,192.168.234.1,34482,80,TCP,0.105835,5,3,8,75.5894,0.2000,1.0000,81.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-34486-80-6,192.168.234.155,192.168.234.1,34486,80,TCP,0.105725,5,3,8,75.6680,0.2000,1.0000,81.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-34492-80-6,192.168.234.155,192.168.234.1,34492,80,TCP,0.105790,5,3,8,75.6216,0.2000,1.0000,81.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-34498-80-6,192.168.234.155,192.168.234.1,34498,80,TCP,0.105728,5,3,8,75.6659,0.2000,1.0000,81.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-34514-80-6,192.168.234.155,192.168.234.1,34514,80,TCP,0.105854,5,3,8,75.5758,0.2000,1.0000,81.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-34518-80-6,192.168.234.155,192.168.234.1,34518,80,TCP,0.101956,5,3,8,78.4653,0.2000,1.0000,232.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-34522-80-6,192.168.234.155,192.168.234.1,34522,80,TCP,0.101713,5,3,8,78.6527,0.2000,1.0000,232.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-34532-80-6,192.168.234.155,192.168.234.1,34532,80,TCP,0.105881,5,3,8,75.5565,0.2000,1.0000,237.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-34534-80-6,192.168.234.155,192.168.234.1,34534,80,TCP,0.105815,5,3,8,75.6037,0.2000,1.0000,232.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-34550-80-6,192.168.234.155,192.168.234.1,34550,80,TCP,0.102320,5,3,8,78.1861,0.2000,1.0000,233.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-34562-80-6,192.168.234.155,192.168.234.1,34562,80,TCP,0.105166,5,3,8,76.0702,0.2000,1.0000,234.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-34564-80-6,192.168.234.155,192.168.234.1,34564,80,TCP,0.105747,5,3,8,75.6523,0.2000,1.0000,231.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-34580-80-6,192.168.234.155,192.168.234.1,34580,80,TCP,0.105431,5,3,8,75.8791,0.2000,1.0000,234.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-34584-80-6,192.168.234.155,192.168.234.1,34584,80,TCP,0.104949,5,3,8,76.2275,0.2000,1.0000,233.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-34590-80-6,192.168.234.155,192.168.234.1,34590,80,TCP,0.105264,5,3,8,75.9994,0.2000,1.0000,232.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-34600-80-6,192.168.234.155,192.168.234.1,34600,80,TCP,0.104863,5,3,8,76.2901,0.2000,1.0000,231.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-34606-80-6,192.168.234.155,192.168.234.1,34606,80,TCP,0.104878,5,3,8,76.2791,0.2000,1.0000,235.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-34620-80-6,192.168.234.155,192.168.234.1,34620,80,TCP,0.104580,5,3,8,76.4965,0.2000,1.0000,232.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-34622-80-6,192.168.234.155,192.168.234.1,34622,80,TCP,0.104230,5,3,8,76.7534,0.2000,1.0000,237.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-34632-80-6,192.168.234.155,192.168.234.1,34632,80,TCP,0.104170,5,3,8,76.7975,0.2000,1.0000,232.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-34634-80-6,192.168.234.155,192.168.234.1,34634,80,TCP,0.104151,5,3,8,76.8115,0.2000,1.0000,234.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-34636-80-6,192.168.234.155,192.168.234.1,34636,80,TCP,0.102233,5,3,8,78.2527,0.2000,1.0000,81.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-34640-80-6,192.168.234.155,192.168.234.1,34640,80,TCP,0.101585,5,3,8,78.7519,0.2000,1.0000,81.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-34644-80-6,192.168.234.155,192.168.234.1,34644,80,TCP,0.109303,5,3,8,73.1910,0.2000,1.0000,81.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-34656-80-6,192.168.234.155,192.168.234.1,34656,80,TCP,0.113255,5,3,8,70.6370,0.2000,1.0000,81.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-34658-80-6,192.168.234.155,192.168.234.1,34658,80,TCP,0.115009,5,3,8,69.5597,0.2000,1.0000,81.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-34674-80-6,192.168.234.155,192.168.234.1,34674,80,TCP,0.113200,5,3,8,70.6714,0.2000,1.0000,81.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-34690-80-6,192.168.234.155,192.168.234.1,34690,80,TCP,0.110399,5,3,8,72.4644,0.2000,1.0000,81.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-34700-80-6,192.168.234.155,192.168.234.1,34700,80,TCP,0.116204,5,3,8,68.8444,0.2000,1.0000,81.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-34716-80-6,192.168.234.155,192.168.234.1,34716,80,TCP,0.112151,5,3,8,71.3323,0.2000,1.0000,81.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-34728-80-6,192.168.234.155,192.168.234.1,34728,80,TCP,0.114396,5,3,8,69.9326,0.2000,1.0000,81.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-34732-80-6,192.168.234.155,192.168.234.1,34732,80,TCP,0.115804,5,3,8,69.0823,0.2000,1.0000,81.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-34740-80-6,192.168.234.155,192.168.234.1,34740,80,TCP,0.108188,5,3,8,73.9454,0.2000,1.0000,81.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-34754-80-6,192.168.234.155,192.168.234.1,34754,80,TCP,0.114669,5,3,8,69.7661,0.2000,1.0000,81.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-34762-80-6,192.168.234.155,192.168.234.1,34762,80,TCP,0.111180,5,3,8,71.9555,0.2000,1.0000,81.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-34778-80-6,192.168.234.155,192.168.234.1,34778,80,TCP,0.108077,5,3,8,74.0213,0.2000,1.0000,81.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-34786-80-6,192.168.234.155,192.168.234.1,34786,80,TCP,0.108779,5,3,8,73.5436,0.2000,1.0000,81.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-34792-80-6,192.168.234.155,192.168.234.1,34792,80,TCP,0.101716,5,3,8,78.6503,0.2000,1.0000,233.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-34806-80-6,192.168.234.155,192.168.234.1,34806,80,TCP,0.101837,5,3,8,78.5570,0.2000,1.0000,232.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-34818-80-6,192.168.234.155,192.168.234.1,34818,80,TCP,0.102381,5,3,8,78.1393,0.2000,1.0000,234.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-34820-80-6,192.168.234.155,192.168.234.1,34820,80,TCP,0.101742,5,3,8,78.6302,0.2000,1.0000,235.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-34826-80-6,192.168.234.155,192.168.234.1,34826,80,TCP,0.101662,5,3,8,78.6922,0.2000,1.0000,234.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-34840-80-6,192.168.234.155,192.168.234.1,34840,80,TCP,0.101292,5,3,8,78.9797,0.2000,1.0000,231.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-34850-80-6,192.168.234.155,192.168.234.1,34850,80,TCP,0.101085,5,3,8,79.1414,0.2000,1.0000,233.0000,0.1250,0.0000
